# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 19 11:24:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (releasedate like '%2025%')
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_impparerr1:  Impact Parameter Upper Unc.
# COLUMN pl_impparerr2:  Impact Parameter Lower Unc.
# COLUMN pl_impparlim:   Impact Parameter Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate
K2-27 b,11h26m03.64s,171.5151874,+01d13m50.25s,1.2306237,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.77134700000,0.00005900000,-0.00005900000,0,4.74000000,0.13000000,-0.06000000,0,,,,,,,,,2456812.84470000,0.00036000,-0.00036000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5246.00,100.00,-100.00,0,0.876000,0.036000,-0.036000,0,4.480000,0.081000,-0.081000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.6890000,0.1600000,-0.1600000,10.7040000,0.0240000,-0.0240000,2025-09-17,2025-06,2025-09-17
K2-277 b,13h28m03.89s,202.0161895,-15d56m16.71s,-15.9379749,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.32677000000,0.00018000000,-0.00018000000,0,2.23000000,0.14000000,-0.06000000,0,,,,,,,,,2457221.23010000,0.00120000,-0.00120000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5705.00,100.00,-100.00,0,0.952000,0.035000,-0.035000,0,4.450000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.3640000,0.0080000,-0.0080000,8.6870000,0.0240000,-0.0240000,2025-09-17,2025-06,2025-09-17
K2-280 b,19h26m22.89s,291.5953596,-22d14m51.75s,-22.2477071,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,19.89500000000,0.00035000000,-0.00035000000,0,7.46000000,0.11000000,-0.05000000,0,,,,,,,,,2457327.47611000,0.00046000,-0.00046000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5741.00,100.00,-100.00,0,1.279000,0.052000,-0.052000,0,4.140000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.5240000,0.0800000,-0.0800000,10.7650000,0.0190000,-0.0190000,2025-09-17,2025-06,2025-09-17
K2-291 b,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,2.22517700000,0.00006600000,-0.00006800000,0,1.58900000,0.09500000,-0.07200000,0,,,,,,,,,2457830.06163000,0.00099000,-0.00104000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5520.00,60.00,-60.00,0,0.934000,0.038000,-0.038000,0,4.500000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.0140000,0.0050000,-0.0050000,8.3530000,0.0200000,-0.0200000,2025-09-17,2025-06,2025-09-17
K2-3 b,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.05462600000,0.00000900000,-0.00001000000,0,2.14000000,0.26400000,-0.26400000,0,,,,,,,,,2456813.41843000,0.00039000,-0.00038000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3896.00,189.00,-189.00,0,0.561000,0.068000,-0.068000,0,4.734000,0.062000,-0.062000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.1680000,0.0090000,-0.0090000,8.5610000,0.0230000,-0.0230000,2025-09-17,2025-06,2025-09-17
K2-3 c,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,24.64658200000,0.00003900000,-0.00003900000,0,1.72000000,0.23000000,-0.22000000,0,,,,,,,,,2456812.28013000,0.00090000,-0.00095000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3896.00,189.00,-189.00,0,0.561000,0.068000,-0.068000,0,4.734000,0.062000,-0.062000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.1680000,0.0090000,-0.0090000,8.5610000,0.0230000,-0.0230000,2025-09-17,2025-06,2025-09-17
K2-3 d,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,44.55645600000,0.00009700000,-0.00008700000,0,1.52000000,0.21000000,-0.20000000,0,,,,,,,,,2456826.22347000,0.00053000,-0.00052000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3896.00,189.00,-189.00,0,0.561000,0.068000,-0.068000,0,4.734000,0.062000,-0.062000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.1680000,0.0090000,-0.0090000,8.5610000,0.0230000,-0.0230000,2025-09-17,2025-06,2025-09-17
K2-31 b,16h21m45.73s,245.4405531,-23d32m53.78s,-23.5482730,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.25781300511,0.00002131563,-0.00002131563,0,12.57069193,2.51724770,-2.51724770,0,,,,,,,,,2460775.32590500,0.00025074,-0.00025074,0,0,,,,,0.73853107,0.01476081,-0.01476081,0,0.9793330,0.0193936,-0.0193936,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5340.00,97.35,-97.35,0,1.029040,0.056714,-0.056714,0,4.377940,0.078640,-0.078640,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.8020000,0.0100000,-0.0100000,8.8660000,0.0190000,-0.0190000,2025-09-17,2017-07,2025-08-28
K2-31 b,16h21m45.73s,245.4405531,-23d32m53.78s,-23.5482730,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,1.25784906000,0.00000098000,-0.00000098000,0,46.00000000,8.00000000,-8.00000000,0,,,,,,,,,2456893.59895200,0.00003600,-0.00003600,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5340.00,100.00,-100.00,0,1.138000,0.044000,-0.044000,0,4.450000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.8020000,0.0100000,-0.0100000,8.8660000,0.0190000,-0.0190000,2025-09-17,2025-06,2025-09-17
K2-32 b,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,8.99196000000,0.00007000000,-0.00007000000,0,5.03800000,0.09600000,-0.04500000,0,,,,,,,,,2456909.91884000,0.00023000,-0.00023000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5274.00,100.00,-100.00,0,0.855000,0.034000,-0.034000,0,4.490000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,2025-09-17,2025-06,2025-09-17
K2-32 b,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,17.97586029496,0.00316553240,-0.00316553240,0,4.78034841,0.72464000,-0.72464000,0,,,,,,,,,2460776.47651700,0.00221083,-0.00221083,0,0,,,,,0.31594997,0.02152798,-0.02152798,0,3.3462754,0.2286099,-0.2286099,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5274.00,110.55,-110.55,0,0.851795,0.048126,-0.048126,0,4.533570,0.081450,-0.081450,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,2025-09-17,2017-07,2025-09-17
K2-32 c,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,20.66093000000,0.00078000000,-0.00078000000,0,3.01000000,0.13000000,-0.06000000,0,,,,,,,,,2456961.40650000,0.00120000,-0.00120000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5274.00,100.00,-100.00,0,0.855000,0.034000,-0.034000,0,4.490000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,2025-09-17,2025-06,2025-09-17
K2-32 d,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,31.71690000000,0.00110000000,-0.00110000000,0,3.33000000,0.22000000,-0.07000000,0,,,,,,,,,2456903.78600000,0.00140000,-0.00140000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5274.00,100.00,-100.00,0,0.855000,0.034000,-0.034000,0,4.490000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,2025-09-17,2025-06,2025-09-17
K2-329 b,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,12.45636917022,0.00199285600,-0.00199285600,0,8.77232540,0.59558296,-0.59558296,0,,,,,,,,,2460812.20591700,0.00146737,-0.00146737,0,0,,,,,1.03526424,0.03442318,-0.03442318,0,3.6674288,0.1316248,-0.1316248,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5278.00,122.09,-122.09,0,0.843307,0.047115,-0.047115,0,4.542740,0.078855,-0.078855,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.6970000,0.0800000,-0.0800000,10.6680000,0.0230000,-0.0230000,2025-09-25,2017-07,2025-09-25
K2-36 b,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,1.42258600000,0.00002900000,-0.00002900000,0,1.29100000,0.08100000,-0.03800000,0,,,,,,,,,2456827.96295000,0.00068000,-0.00068000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4836.00,100.00,-100.00,0,0.717000,0.031000,-0.031000,0,4.550000,0.084000,-0.084000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,2025-09-17,2025-06,2025-09-17
K2-36 c,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5.34078600000,0.00007300000,-0.00007300000,0,2.41000000,0.25000000,-0.07000000,0,,,,,,,,,2456812.84096000,0.00059000,-0.00059000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4836.00,100.00,-100.00,0,0.717000,0.031000,-0.031000,0,4.550000,0.084000,-0.084000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,2025-09-17,2025-06,2025-09-17
K2-37 b,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4.44340000000,0.00032000000,-0.00032000000,0,1.39000000,0.10000000,-0.05000000,0,,,,,,,,,2456893.67530000,0.00330000,-0.00330000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5352.00,100.00,-100.00,0,0.809000,0.032000,-0.032000,0,4.530000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.5730000,0.0460000,-0.0460000,10.1420000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-37 c,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.42966000000,0.00018000000,-0.00018000000,0,2.41000000,0.15000000,-0.06000000,0,,,,,,,,,2456898.85480000,0.00120000,-0.00120000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5352.00,100.00,-100.00,0,0.809000,0.032000,-0.032000,0,4.530000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.5730000,0.0460000,-0.0460000,10.1420000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-37 d,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,14.09229000000,0.00055000000,-0.00055000000,0,2.31000000,0.21000000,-0.07000000,0,,,,,,,,,2456907.23310000,0.00140000,-0.00140000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5352.00,100.00,-100.00,0,0.809000,0.032000,-0.032000,0,4.530000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.5730000,0.0460000,-0.0460000,10.1420000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-38 b,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4.01668000000,0.00032000000,-0.00032000000,0,1.55000000,0.11000000,-0.05000000,0,,,,,,,,,2456896.87070000,0.00350000,-0.00350000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5679.00,100.00,-100.00,0,0.924000,0.036000,-0.036000,0,4.320000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.3440000,0.0230000,-0.0230000,9.4700000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-38 c,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.56104000000,0.00059000000,-0.00059000000,0,2.18000000,0.15000000,-0.06000000,0,,,,,,,,,2456900.47510000,0.00210000,-0.00210000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5679.00,100.00,-100.00,0,0.924000,0.036000,-0.036000,0,4.320000,0.083000,-0.083000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.3440000,0.0230000,-0.0230000,9.4700000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-388 b,23h30m51.34s,352.7139342,-11d04m38.48s,-11.0773564,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.33932000000,0.00013000000,-0.00013000000,0,3.90000000,0.20000000,-0.10000000,0,,,,,,,,,2457741.79456000,0.00088000,-0.00088000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5310.00,100.00,-100.00,0,0.910000,0.038000,-0.038000,0,4.420000,0.081000,-0.081000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.8610000,0.1140000,-0.1140000,10.9310000,0.0210000,-0.0210000,2025-09-17,2025-06,2025-09-17
K2-389 b,23h42m31.30s,355.6304152,-09d42m48.89s,-9.7135814,1,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,8.58289000000,0.00041000000,-0.00041000000,0,2.33000000,0.12000000,-0.06000000,0,,,,,,,,,2457742.78200000,0.00200000,-0.00200000,0,0,,,,,,,,,,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5773.00,100.00,-100.00,0,1.094000,0.041000,-0.041000,0,4.310000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.8270000,0.0460000,-0.0460000,10.1840000,0.0240000,-0.0240000,2025-09-17,2025-06,2025-09-17
